mainid	name	city	country	publication	functions	adafter	adbefore	ahafter	ahbefore
EA.CA.5050	Siqaya of Malik al-`Adil Abu Bakr	Jerusalem	Palestine		siqaya	1100	1200	494	597
EA.CA.5051	Madrasa al-Badriyya (al-Lu&apos;lu&apos;iyya)	Jerusalem	Palestine		madrasa	1373	1374	775	775
EA.CA.5052	Madrasa al-Badriyya (al-Lu&apos;lu&apos;iyya)	Jerusalem	Palestine		madrasa	1373	1374	775	775
EA.CA.5053	Madrasa al-Badriyya (al-Lu&apos;lu&apos;iyya)	Jerusalem	Palestine		madrasa	1373	1374	775	775
EA.CA.5054	Mausoleum of al-Qaimariyya	Jerusalem	Palestine		mausoleum	1100	1200	494	597
EA.CA.5055	Mausoleum of al-Qaimariyya	Jerusalem	Palestine		mausoleum	1100	1200	494	597
EA.CA.5056	Mausoleum of al-Qaimariyya	Jerusalem	Palestine		mausoleum	1100	1200	494	597
EA.CA.5057	Mausoleum of al-Qaimariyya	Jerusalem	Palestine		mausoleum	1100	1200	494	597
EA.CA.5058	Ribat of Aydughdi Rukni `Ala&apos; al-Din	Jerusalem	Palestine		ribat	1267	1268	666	666
EA.CA.5059	Qubba al-Silsila	Jerusalem	Palestine		qubba	691	0	72	0
EA.CA.5060	Qubba al-Silsila	Jerusalem	Palestine		qubba	691	0	72	0
EA.CA.5061	Ribat al-Mansuri	Jerusalem	Palestine		ribat	1282	1283	681	681
EA.CA.5062	Ribat al-Mansuri	Jerusalem	Palestine		ribat	1282	1283	681	681
EA.CA.5063	Ribat al-Mansuri	Jerusalem	Palestine		ribat	1282	1283	681	681
EA.CA.5064	Ribat al-Mansuri	Jerusalem	Palestine		ribat	1282	1283	681	681
EA.CA.5065	Ribat al-Mansuri	Jerusalem	Palestine		ribat	1282	1283	681	681
EA.CA.5066	Ribat al-Mansuri	Jerusalem	Palestine		ribat	1282	1283	681	681
EA.CA.5067	Ribat al-Mansuri	Jerusalem	Palestine		ribat	1282	1283	681	681
EA.CA.5068	Ribat al-Mansuri	Jerusalem	Palestine		ribat	1282	1283	681	681
EA.CA.5069	Ribat al-Mansuri	Jerusalem	Palestine		ribat	1282	1283	681	681
EA.CA.5070	Mausoleum of Aydughdi Kubaki	Jerusalem	Palestine		mausoleum	1289	1289	688	688
EA.CA.5071	Mausoleum of Aydughdi Kubaki	Jerusalem	Palestine		mausoleum	1289	1289	688	688
EA.CA.5072	Mausoleum of Aydughdi Kubaki	Jerusalem	Palestine		mausoleum	1289	1289	688	688
EA.CA.5073	Ribat of Kurt al-Mansuri	Jerusalem	Palestine		ribat	1200	1300	597	600
EA.CA.5074	Madrasa al-Dawadariyya	Jerusalem	Palestine		madrasa	1298	1298	697	697
EA.CA.5075	Madrasa al-Dawadariyya	Jerusalem	Palestine		madrasa	1298	1298	697	697
EA.CA.5076	Madrasa al-Dawadariyya	Jerusalem	Palestine		madrasa	1298	1298	697	697
EA.CA.5077	Madrasa al-Dawadariyya	Jerusalem	Palestine		madrasa	1298	1298	697	697
EA.CA.5078	Mausoleum of Baibars al-Jaliqi	Jerusalem	Palestine		mausoleum	1307	1307	707	707
EA.CA.5079	Mausoleum of Sa`d al-Din al-Jashankir (al-Sa`adiyya)	Jerusalem	Palestine		mausoleum	1311	1311	711	711
EA.CA.5080	Mausoleum of Sa`d al-Din al-Jashankir (al-Sa`adiyya)	Jerusalem	Palestine		mausoleum	1311	1311	711	711
EA.CA.5081	Madrasa of Isma`il Salami	Jerusalem	Palestine		madrasa	1300	0	700	0
EA.CA.5082	Madrasa of Isma`il Salami	Jerusalem	Palestine		madrasa	1300	0	700	0
EA.CA.5083	Madrasa of Isma`il Salami	Jerusalem	Palestine		madrasa	1300	0	700	0
EA.CA.5084	Madrasa of Isma`il Salami	Jerusalem	Palestine		madrasa	1300	0	700	0
EA.CA.5085	Madrasa of Amir Tankiz (al-Tankiziyya)	Jerusalem	Palestine		madrasa	1328	1329	729	729
EA.CA.5086	Madrasa of Amir Tankiz (al-Tankiziyya)	Jerusalem	Palestine		madrasa	1328	1329	729	729
EA.CA.5087	Madrasa of Amir Tankiz (al-Tankiziyya)	Jerusalem	Palestine		madrasa	1328	1329	729	729
EA.CA.5088	Madrasa of Amir Tankiz (al-Tankiziyya)	Jerusalem	Palestine		madrasa	1328	1329	729	729
EA.CA.5089	Madrasa of Amir Tankiz (al-Tankiziyya)	Jerusalem	Palestine		madrasa	1328	1329	729	729
EA.CA.5090	Madrasa of Amir Tankiz (al-Tankiziyya)	Jerusalem	Palestine		madrasa	1328	1329	729	729
EA.CA.5091	Madrasa of Amir Tankiz (al-Tankiziyya)	Jerusalem	Palestine		madrasa	1328	1329	729	729
EA.CA.5092	Bab al-Qattanin	Jerusalem	Palestine		gateway	1335	1336	736	736
EA.CA.5093	Bab al-Qattanin	Jerusalem	Palestine		gateway	1335	1336	736	736
EA.CA.5094	Bab al-Qattanin	Jerusalem	Palestine		gateway	1335	1336	736	736
EA.CA.5095	Bab al-Qattanin	Jerusalem	Palestine		gateway	1335	1336	736	736
EA.CA.5096	Bab al-Qattanin	Jerusalem	Palestine		gateway	1335	1336	736	736
EA.CA.5097	Suq al-Qattannin, West Entrance	Jerusalem	Palestine		gateway	1336	1337	737	737
EA.CA.5098	Madrasa al-Is`ardiyya	Jerusalem	Palestine		madrasa	0	1359	0	760
EA.CA.5099	Madrasa al-Is`ardiyya	Jerusalem	Palestine		madrasa	0	1359	0	760
EA.CA.5100	Madrasa al-Is`ardiyya	Jerusalem	Palestine		madrasa	0	1359	0	760
EA.CA.5101	Madrasa al-Is`ardiyya	Jerusalem	Palestine		madrasa	0	1359	0	760
EA.CA.5102	Bab Hitta	Jerusalem	Palestine		gateway	1220	1220	617	617
EA.CA.5103	Madrasa of Amir Almalik [Yl-malak] (al-Almalikiyya)	Jerusalem	Palestine		madrasa	1340	1340	741	741
EA.CA.5104	Madrasa of Amir Almalik [Yl-malak] (al-Almalikiyya)	Jerusalem	Palestine		madrasa	1340	1340	741	741
EA.CA.5105	Madrasa of Amir Almalik [Yl-malak] (al-Almalikiyya)	Jerusalem	Palestine		madrasa	1340	1340	741	741
EA.CA.5106	Madrasa of Amir Almalik [Yl-malak] (al-Almalikiyya)	Jerusalem	Palestine		madrasa	1340	1340	741	741
EA.CA.5107	Madrasa of Amir Almalik [Yl-malak] (al-Almalikiyya)	Jerusalem	Palestine		madrasa	1340	1340	741	741
EA.CA.5108	Mausoleum of Princess Turkhan Khatun	Jerusalem	Palestine		mausoleum	1354	1380	755	782
EA.CA.5109	Mausoleum of Princess Turkhan Khatun	Jerusalem	Palestine		mausoleum	1354	1380	755	782
EA.CA.5110	Mausoleum of Princess Turkhan Khatun	Jerusalem	Palestine		mausoleum	1354	1380	755	782
EA.CA.5111	Mausoleum of Princess Turkhan Khatun	Jerusalem	Palestine		mausoleum	1354	1380	755	782
EA.CA.5112	Mausoleum of Jamal al-Din Bahlawan (al-Kilaniyya)	Jerusalem	Palestine		mausoleum	1352	0	753	0
EA.CA.5113	Mausoleum of Jamal al-Din Bahlawan (al-Kilaniyya)	Jerusalem	Palestine		mausoleum	1352	0	753	0
EA.CA.5114	Mausoleum of Jamal al-Din Bahlawan (al-Kilaniyya)	Jerusalem	Palestine		mausoleum	1352	0	753	0
EA.CA.5115	Mausoleum of Jamal al-Din Bahlawan (al-Kilaniyya)	Jerusalem	Palestine		mausoleum	1352	0	753	0
EA.CA.5116	Madrasa and Mausoleum of Amir Arghun (al-Arghuniyya)	Jerusalem	Palestine		mausoleum	1358	1358	759	759
EA.CA.5117	Madrasa and Mausoleum of Amir Arghun (al-Arghuniyya)	Jerusalem	Palestine		mausoleum	1358	1358	759	759
EA.CA.5118	Madrasa and Mausoleum of Amir Arghun (al-Arghuniyya)	Jerusalem	Palestine		mausoleum	1358	1358	759	759
EA.CA.5119	Madrasa al-Is`ardiyya	Jerusalem	Palestine		madrasa	0	1359	0	760
EA.CA.5120	Madrasa al-Is`ardiyya	Jerusalem	Palestine		madrasa	0	1359	0	760
EA.CA.5121	Madrasa al-Is`ardiyya	Jerusalem	Palestine		madrasa	0	1359	0	760
EA.CA.5122	Madrasa al-Is`ardiyya	Jerusalem	Palestine		madrasa	0	1359	0	760
EA.CA.5123	Madrasa al-Is`ardiyya	Jerusalem	Palestine		madrasa	0	1359	0	760
EA.CA.5124	Madrasa al-Is`ardiyya	Jerusalem	Palestine		madrasa	0	1359	0	760
EA.CA.5125	Madrasa and Mausoleum of Saif al-Din Taz (al-Taziyya)	Jerusalem	Palestine		madrasa, mausoleum	1361	1361	762	762
EA.CA.5126	Madrasa of Ughul Khatun (al-Khatuniyya)	Jerusalem	Palestine		madrasa	1354	1380	755	782
EA.CA.5127	Madrasa of Ughul Khatun (al-Khatuniyya)	Jerusalem	Palestine		madrasa	1354	1380	755	782
EA.CA.5128	Madrasa of Ughul Khatun (al-Khatuniyya)	Jerusalem	Palestine		madrasa	1354	1380	755	782
EA.CA.5129	Madrasa of Ughul Khatun (al-Khatuniyya)	Jerusalem	Palestine		madrasa	1354	1380	755	782
EA.CA.5130	Madrasa of Ughul Khatun (al-Khatuniyya)	Jerusalem	Palestine		madrasa	1354	1380	755	782
EA.CA.5131	Madrasa of Ughul Khatun (al-Khatuniyya)	Jerusalem	Palestine		madrasa	1354	1380	755	782
EA.CA.5132	Madrasa of Ughul Khatun (al-Khatuniyya)	Jerusalem	Palestine		madrasa	1354	1380	755	782
EA.CA.5133	Madrasa and Mausoleum of Amir Tashtamur	Jerusalem	Palestine		madrasa, mausoleum	1382	1383	784	784
EA.CA.5134	Madrasa and Mausoleum of Amir Tashtamur	Jerusalem	Palestine		madrasa, mausoleum	1382	1383	784	784
EA.CA.5135	Madrasa and Mausoleum of Amir Tashtamur	Jerusalem	Palestine		madrasa, mausoleum	1382	1383	784	784
EA.CA.5136	Madrasa and Mausoleum of Amir Tashtamur	Jerusalem	Palestine		madrasa, mausoleum	1382	1383	784	784
EA.CA.5137	Madrasa and Mausoleum of Amir Tashtamur	Jerusalem	Palestine		madrasa, mausoleum	1382	1383	784	784
EA.CA.5138	Madrasa and Mausoleum of Amir Tashtamur	Jerusalem	Palestine		madrasa, mausoleum	1382	1383	784	784
EA.CA.5139	Zawiya of Shaikh al-Qirami (al-Qiramiyya)	Jerusalem	Palestine		zawiya	1386	1386	788	788
EA.CA.5140	Caravanserai of Sultan Barquq	Jerusalem	Palestine		caravanserai	1386	1387	788	788
EA.CA.5141	Caravanserai of Sultan Barquq	Jerusalem	Palestine		caravanserai	1386	1387	788	788
EA.CA.5142	Palace of Sitt Tunshuq	Jerusalem	Palestine		palace	1388	1388	790	790
EA.CA.5143	Palace of Sitt Tunshuq	Jerusalem	Palestine		palace	1388	1388	790	790
EA.CA.5144	Palace of Sitt Tunshuq	Jerusalem	Palestine		palace	1388	1388	790	790
EA.CA.5145	Palace of Sitt Tunshuq	Jerusalem	Palestine		palace	1388	1388	790	790
EA.CA.5146	Mausoleum of Sitt Tunshuq	Jerusalem	Palestine		mausoleum	1388	1388	790	790
EA.CA.5147	Mausoleum of Sitt Tunshuq	Jerusalem	Palestine		mausoleum	1388	1388	790	790
EA.CA.5148	Madrasa of Manjak al-Yusufi (al-Manjakiyya)	Jerusalem	Palestine		madrasa	1361	1361	762	762
EA.CA.5149	Madrasa of Abu Bakr ibn Muzhir (al-Muzhiriyya)	Jerusalem	Palestine		madrasa	1480	1481	885	885
EA.CA.5150	Madrasa of Abu Bakr ibn Muzhir (al-Muzhiriyya)	Jerusalem	Palestine		madrasa	1480	1481	885	885
EA.CA.5151	Madrasa of Abu Bakr ibn Muzhir (al-Muzhiriyya)	Jerusalem	Palestine		madrasa	1480	1481	885	885
EA.CA.5152	Madrasa of Abu Bakr ibn Muzhir (al-Muzhiriyya)	Jerusalem	Palestine		madrasa	1480	1481	885	885
EA.CA.5153	Madrasa of Abu Bakr ibn Muzhir (al-Muzhiriyya)	Jerusalem	Palestine		madrasa	1480	1481	885	885
EA.CA.5154	Madrasa of Sultan Qaytbay (al-Ashrafiyya)	Jerusalem	Palestine		madrasa	1482	1482	885	885
EA.CA.5155	Madrasa of Sultan Qaytbay (al-Ashrafiyya)	Jerusalem	Palestine		madrasa	1482	1482	885	885
EA.CA.5156	Madrasa of Sultan Qaytbay (al-Ashrafiyya)	Jerusalem	Palestine		madrasa	1482	1482	885	885
EA.CA.5157	Madrasa of Sultan Qaytbay (al-Ashrafiyya)	Jerusalem	Palestine		madrasa	1482	1482	885	885
EA.CA.5158	Madrasa of Sultan Qaytbay (al-Ashrafiyya)	Jerusalem	Palestine		madrasa	1482	1482	885	885
EA.CA.5159	Madrasa of Sultan Qaytbay (al-Ashrafiyya)	Jerusalem	Palestine		madrasa	1482	1482	885	885
EA.CA.5160	Madrasa of Sultan Qaytbay (al-Ashrafiyya)	Jerusalem	Palestine		madrasa	1482	1482	885	885
EA.CA.5161	Madrasa of Sultan Qaytbay (al-Ashrafiyya)	Jerusalem	Palestine		madrasa	1482	1482	885	885
EA.CA.5162	Madrasa of Sultan Qaytbay (al-Ashrafiyya)	Jerusalem	Palestine		madrasa	1482	1482	885	885
EA.CA.5163	Madrasa of Sultan Qaytbay (al-Ashrafiyya)	Jerusalem	Palestine		madrasa	1482	1482	885	885
EA.CA.5164	Madrasa of Sultan Qaytbay (al-Ashrafiyya)	Jerusalem	Palestine		madrasa	1482	1482	885	885
EA.CA.5165	Madrasa of Sultan Qaytbay (al-Ashrafiyya)	Jerusalem	Palestine		madrasa	1482	1482	885	885
EA.CA.5166	Madrasa of Sultan Qaytbay (al-Ashrafiyya)	Jerusalem	Palestine		madrasa	1482	1482	885	885
EA.CA.5167	Madrasa of Sultan Qaytbay (al-Ashrafiyya)	Jerusalem	Palestine		madrasa	1482	1482	885	885
EA.CA.5168	Madrasa of Sultan Qaytbay (al-Ashrafiyya)	Jerusalem	Palestine		madrasa	1482	1482	885	885
EA.CA.5169	Sabil of Sultan Qaytbay	Jerusalem	Palestine		sabil	1482	1482	887	887
EA.CA.5170	Sabil of Sultan Qaytbay	Jerusalem	Palestine		sabil	1482	1482	887	887
EA.CA.5171	Sabil of Sultan Qaytbay	Jerusalem	Palestine		sabil	1482	1482	887	887
EA.CA.5172	Sabil of Sultan Qaytbay	Jerusalem	Palestine		sabil	1482	1482	887	887
EA.CA.5173	Sabil of Sultan Qaytbay	Jerusalem	Palestine		sabil	1482	1482	887	887
EA.CA.5174	Sabil of Sultan Qaytbay	Jerusalem	Palestine		sabil	1482	1482	887	887
EA.CA.5175	Ottoman portal on Via Dolorosa	Jerusalem	Palestine		gateway	1517	0	923	0
EA.CA.5176	Sabil Birka Sultan of Sultan Sulaiman	Jerusalem	Palestine		sabil	1520	1566	926	974
EA.CA.5177	Sabil Bab Sitti Maryam	Jerusalem	Palestine		sabil	1500	0	906	0
EA.CA.5178	Sabil al-Wad	Jerusalem	Palestine		sabil	1500	1600	906	1009
EA.CA.5179	Sabil Bab al-Silsila	Jerusalem	Palestine		sabil	1500	1600	906	1006
EA.CA.5180	Madrasa al-Rassasiyya	Jerusalem	Palestine		madrasa	1540	1540	947	947
EA.CA.5181	Madrasa al-Rassasiyya	Jerusalem	Palestine		madrasa	1540	1540	947	947
EA.CA.5182	Hammam al-Sultan	Jerusalem	Palestine		bath-house	1517	0	923	0
EA.CA.5183	Gate on Khassaki Sultan	Jerusalem	Palestine		gateway	1300	0	700	0
EA.CA.5184	Turba of Barka Khan	Jerusalem	Palestine		mausoleum	1265	1280	663	679
EA.CA.5185	Turba of Barka Khan	Jerusalem	Palestine		mausoleum	1265	1280	663	679
EA.CA.5186	Sabil Bab al-`Atim	Jerusalem	Palestine		sabil	1500	1600	906	1006
EA.CA.5187	Sabil Bab al-Nazir	Jerusalem	Palestine		sabil	1500	1600	906	1009
EA.CA.5188	Mosque of Jazzar Pasha	Acre	Palestine		mosque	1550	0	957	0
EA.CA.5189	Mosque of Jazzar Pasha	Acre	Palestine		mosque	1550	0	957	0
EA.CA.5190	Jisr Banat Ya`qub	Jisr Banat Ya`qub	Palestine		bridge	1100	0	494	0
EA.CA.5191	Jisr Banat Ya`qub	Jisr Banat Ya`qub	Palestine		bridge	1100	0	494	0
EA.CA.5192	Jisr Banat Ya`qub (showing reused Crusader masonry)	Jisr Banat Ya`qub	Palestine		bridge	1100	0	494	0
EA.CA.5193	Khan al-Tujjar	Khan al-Tujjar	Palestine		khan	1400	1500	803	906
EA.CA.5194	Khan al-Tujjar	Khan al-Tujjar	Palestine		khan	1400	1500	803	906
EA.CA.5195	Khan al-Tujjar	Khan al-Tujjar	Palestine		khan	1400	1500	803	906
EA.CA.5196	Khan al-Tujjar	Khan al-Tujjar	Palestine		khan	1400	1500	803	906
EA.CA.5197	Qal`a ibn Ma`an	Qal`a ibn Ma`an	Palestine		fortress	1100	1300	494	700
EA.CA.5198	Qal`a ibn Ma`an	Qal`a ibn Ma`an	Palestine		fortress	1100	1300	494	700
EA.CA.5199	Qal`a ibn Ma`an	Qal`a ibn Ma`an	Palestine		fortress	1100	1300	494	700
EA.CA.5200	Khan al-Minya	Khan al-Minya	Palestine		khan	1400	0	803	0
EA.CA.5201	Jisr al-Majami`	Jisr al-Majami`	Palestine		bridge	1100	0	494	0
EA.CA.5202	Jisr al-Majami`	Jisr al-Majami`	Palestine		bridge	1100	0	494	0
EA.CA.5203	Jisr al-Majami`, looking north	Jisr al-Majami`	Palestine		bridge	1100	0	494	0
EA.CA.5204	Khan al-Ahmar	Khan al-Ahmar	Palestine		khan	1308	1308	708	708
EA.CA.5205	Khan al-Ahmar	Khan al-Ahmar	Palestine		khan	1308	1308	708	708
EA.CA.5206	Jami` al-Khadra` (Jami` Hizn Sidna Ya`qub) (former church)	Nablus	Palestine		mosque, church	1100	0	494	0
EA.CA.5207	Jami` al-Khadra` (Jami` Hizn Sidna Ya`qub) (former chuch)	Nablus	Palestine		mosque, church	1100	0	494	0
EA.CA.5208	Jami` al-Khadra` (Jami` Hizn Sidna Ya`qub) (former church)	Nablus	Palestine		mosque, church	1100	0	494	0
EA.CA.5209	Jami` al-Khadra` (Jami` Hizn Sidna Ya`qub) (former church)	Nablus	Palestine		mosque, church	1100	0	494	0
EA.CA.5210	Jami` al-Khadra` (Jami` Hizn Sidna Ya`qub) (former church)	Nablus	Palestine		church, mosque	1100	0	494	0
EA.CA.5211	Jami` al-Masakin (formerly Hospital of St. John), from south	Nablus	Palestine		mosque	1100	0	494	0
EA.CA.5212	Jami` al-Masakin (formerly Hospital of St. John), from north	Nablus	Palestine		mosque	1100	0	494	0
EA.CA.5213	Jami` al-Masakin (formerly Hospital of St. John), interior l	Nablus	Palestine		mosque	1100	0	494	0
EA.CA.5214	Mausoleum of Badr al-Din al-Rifa`i	Nablus	Palestine		mausoleum	1100	0	494	0
EA.CA.5215	Mausoleum of Badr al-Din al-Rifa`i	Nablus	Palestine		mausoleum	1100	0	494	0
EA.CA.5216	Jisr Jindas	Lydda	Palestine		bridge	1260	1277	658	676
EA.CA.5217	Jisr Jindas	Lydda	Palestine		bridge	1260	1277	658	676
EA.CA.5218	Jisr Jindas	Lydda	Palestine		bridge	1260	1277	658	676
EA.CA.5219	Jisr Jindas	Lydda	Palestine		bridge	1260	1277	658	676
EA.CA.5220	Jisr Jindas, north side	Lydda	Palestine		bridge	1260	1277	658	676
EA.CA.5221	Bir al-`Anaziyya	Ramla	Palestine		cistern	789	789	172	172
EA.CA.5222	Bir al-`Anaziyya	Ramla	Palestine		cistern	789	789	172	172
EA.CA.5223	Bir al-`Anaziyya	Ramla	Palestine		cistern	789	789	172	172
EA.CA.5224	Bir al-`Anaziyya	Ramla	Palestine		cistern	789	789	172	172
EA.CA.5225	Bir al-`Anaziyya	Ramla	Palestine		cistern	789	789	172	172
EA.CA.5226	Bir al-`Anaziyya	Ramla	Palestine		cistern	789	789	172	172
EA.CA.5227	Bir al-`Anaziyya	Ramla	Palestine		cistern	789	789	172	172
EA.CA.5228	Bir al-`Anaziyya	Ramla	Palestine		cistern	789	789	172	172
EA.CA.5229	Masjid al-Abyad (White Mosque)	Ramla	Palestine		mosque	1267	1268	666	666
EA.CA.5230	Masjid al-Abyad (White Mosque)	Ramla	Palestine		mosque	1267	1268	666	666
EA.CA.5231	Masjid al-Abyad (White Mosque)	Ramla	Palestine		mosque	1267	1268	666	666
EA.CA.5232	Masjid al-Abyad (White Mosque)	Ramla	Palestine		mosque	1267	1268	666	666
EA.CA.5233	Masjid al-Abyad (White Mosque)	Ramla	Palestine		mosque	1267	1268	666	666
EA.CA.5234	Masjid al-Abyad (White Mosque)	Ramla	Palestine		mosque	1267	1268	666	666
EA.CA.5235	Mausoleum of Abu Huraira	Yibna	Palestine		mausoleum	1293	1293	692	692
EA.CA.5236	Mausoleum of Abu Huraira	Yibna	Palestine		mausoleum	1293	1293	692	692
EA.CA.5237	Mausoleum of Abu Huraira	Yibna	Palestine		mausoleum	1293	1293	692	692
EA.CA.5238	Mausoleum of Abu Huraira	Yibna	Palestine		mausoleum	1293	1293	692	692
EA.CA.5239	Mausoleum of Abu Huraira	Yibna	Palestine		mausoleum	1293	1293	692	692
EA.CA.5240	Mausoleum of Abu Huraira	Yibna	Palestine		mausoleum	1293	1293	692	692
EA.CA.5241	Mausoleum of Abu Huraira	Yibna	Palestine		mausoleum	1293	1293	692	692
EA.CA.5242	Mausoleum of Abu Huraira	Yibna	Palestine		mausoleum	1293	1293	692	692
EA.CA.5243	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5244	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5245	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5246	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5247	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5248	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5249	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5250	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5251	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5252	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5253	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5254	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5255	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5256	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5257	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5258	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5259	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5260	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5261	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5262	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5263	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5264	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5265	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5266	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5267	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5268	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque, minbar	1100	1400	494	803
EA.CA.5269	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque, minbar	1100	1400	494	803
EA.CA.5270	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque, minbar	1100	1400	494	803
EA.CA.5271	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque, minbar	1100	1400	494	803
EA.CA.5272	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque, minbar	1100	1400	494	803
EA.CA.5273	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque, minbar	1100	1400	494	803
EA.CA.5274	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5275	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5276	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5277	Jawiliyya Mosque (adjoining al-Haram al-Khalili)	Hebron (Al-Khalil)	Palestine		mosque	1150	1300	545	700
EA.CA.5278	Al-Haram al-Khalili, view into mausoleum	Hebron (Al-Khalil)	Palestine		mausoleum	1100	1400	494	803
EA.CA.5279	Mosque of Shaikh `Ali al-Bakka	Hebron (Al-Khalil)	Palestine		mosque	0	1303	0	702
EA.CA.5280	Mosque of Shaikh `Ali al-Bakka	Hebron (Al-Khalil)	Palestine		mosque	0	1303	0	702
EA.CA.5281	Mosque of Shaikh `Ali al-Bakka	Hebron (Al-Khalil)	Palestine		mosque	0	1303	0	702
EA.CA.5282	Al-Haram al-Khalili	Hebron (Al-Khalil)	Palestine		mosque	1100	1400	494	803
EA.CA.5283	Mausoleum of Qusun al-Nasiri ?	Kalansawa	Palestine		mausoleum	1250	0	648	0
EA.CA.5284	Mausoleum of Qusun al-Nasiri ?	Kalansawa	Palestine		mausoleum	1250	0	648	0
EA.CA.5285	Qal`a al-Mu`azzam ?	Sidon	Lebanon		fortress	1200	1300	597	700
EA.CA.5286	Qal`a al-Mu`azzam	Sidon	Lebanon		fortress	1200	1300	597	700
EA.CA.5287	Bir al-`Anaziyya	Ramla	Palestine		cistern	789	789	172	172
EA.CA.5288	Bir al-`Anaziyya	Ramla	Palestine		cistern	789	789	172	172
EA.CA.5289	Bir al-`Anaziyya	Ramla	Palestine		cistern	789	789	172	172
EA.CA.5291	Crusader Church	Saffuriyya	Palestine		church	1100	1200	494	597
EA.CA.5292	Crusader tower (donjon)	Saffuriyya	Palestine		tower	1100	1200	494	597
EA.CA.5293	Crusader tower (donjon)	Saffuriyya	Palestine		tower	1100	1200	494	597
EA.CA.5294	Qal`a al-Tur, and remains of Crusader church	Jabal al-Tur (Mount Tabor)	Palestine		tower	1212	1218	609	615
EA.CA.5295	Qal`a al-Tur	Jabal al-Tur (Mount Tabor)	Palestine		fortress	1212	1218	609	615
EA.CA.5296	Kaukab al-Hawa (Belvoir Castle)	Kaukab al-Hawa	Palestine		fortress	1168	1187	564	583
EA.CA.5297	Kaukab al-Hawa (Belvoir Castle), South-East Tower	Kaukab al-Hawa	Palestine		fortress, tower	1168	1187	564	583
EA.CA.5298	Kaukab al-Hawa (Belvoir Castle), South Wall	Kaukab al-Hawa	Palestine		fortress	1168	1187	564	583
EA.CA.5299	Kaukab al-Hawa (Belvoir Castle), North-West Tower	Kaukab al-Hawa	Palestine		fortress, tower	1168	1187	564	583
