"ID","REC_TYPE","FNO","D_DATA","D_DIAM","D_LENGTH","D_WIDTH","D_THICK","D_HEIGHT","D_WEIGHT","D_AREA","D_VOLUME"
135,"BF",5162,"Brick, flat",0,110,110,40,0,1400,0,0
136,"BF",5162,"Unident",0,160,80,25,0,900,0,0
137,"BF",5162,"Imbrex",0,90,85,10,0,150,0,0
138,"BF",5162,"Unident",0,170,100,40,0,2300,0,0
139,"BF",5162,"Brick, flat",0,140,40,40,0,500,0,0
140,"BF",6262,"Tegula",0,20,70,50,0,250,0,0
141,"BF",6262,"Unident",0,30,20,30,0,100,0,0
142,"BF",6262,"Unident",0,90,60,30,0,400,0,0
143,"BF",6402,"Unident",0,115,135,40,0,2700,0,0
144,"BF",6402,"Tegula",0,115,170,60,0,3650,0,0
145,"BF",6402,"Tegula",0,160,150,45,0,3750,0,0
146,"BF",6402,"Imbrex",0,105,110,15,0,200,0,0
147,"BF",6402,"Unident",0,130,120,45,0,2500,0,0
148,"BF",6402,"Unident",0,140,90,45,0,4100,0,0
149,"BF",6402,"Tegula",0,220,160,25,0,5450,0,0
150,"BF",6402,"Brick, Flat",0,130,150,45,0,4400,0,0
151,"BF",6402,"Imbrex",0,145,110,10,0,1300,0,0
152,"BF",6402,"Tegula",0,130,120,20,0,850,0,0
153,"BF",6402,"Imbrex",0,115,70,15,0,200,0,0
154,"BF",6402,"Brick, Flat",0,170,120,50,0,3650,0,0
155,"BF",6402,"Unident",0,120,130,40,0,9500,0,0
156,"BF",6402,"Unident",0,140,80,15,0,1900,0,0
157,"BF",6402,"Brick, Flat",0,140,100,40,0,3750,0,0
158,"BF",6402,"Imbrex",0,75,75,10,0,300,0,0
159,"BF",6402,"Tegula",0,180,70,20,0,2100,0,0
160,"BF",6402,"Unident",0,60,45,30,0,4750,0,0
161,"BF",6402,"Unident",0,140,70,30,0,1550,0,0
162,"BF",6402,"Tegula",0,90,130,30,0,1500,0,0
163,"BF",6402,"Imbrex",0,70,55,15,0,200,0,0
164,"BF",6412,"Unident",0,100,45,10,0,200,0,0
165,"BF",6412,"Tegula",0,90,60,30,0,450,0,0
166,"BF",6412,"Imbrex",0,90,60,10,0,150,0,0
167,"BF",6412,"Brick, Flat",0,150,70,40,0,600,0,0
168,"BF",6632,"Unident",0,100,90,40,0,1000,0,0
169,"BF",6632,"Imbrex",0,120,100,20,0,250,0,0
170,"BF",6632,"Tegula",0,160,110,15,0,1550,0,0
171,"BF",6632,"Brick, Flat",0,150,130,35,0,1050,0,0
172,"BF",6682,"Brick, Flat",0,170,60,50,0,900,0,0
173,"BF",6682,"Unident",0,50,60,70,0,600,0,0
174,"BF",6682,"Tegula",0,105,145,60,0,2450,0,0
175,"BF",6682,"Brick, Flat",0,250,125,40,0,3750,0,0
176,"BF",6682,"Unident",0,150,110,30,0,7300,0,0
177,"BF",6682,"Brick, Flat",0,140,130,40,0,6800,0,0
178,"BF",6682,"Unident",0,30,30,25,0,3000,0,0
179,"BF",7772,"Unident",0,120,70,25,0,1200,0,0
180,"BF",7772,"Brick, Flat",0,150,140,50,0,2050,0,0
181,"BF",7772,"Tegula",0,140,150,40,0,1750,0,0
182,"BF",7772,"Imbrex",0,140,110,15,0,2400,0,0
183,"BF",8622,"Unident",0,100,145,35,0,1400,0,0
184,"BF",9882,"Unident",0,100,50,25,0,500,0,0
185,"BF",9882,"Imbrex",0,75,70,10,0,100,0,0
186,"BF",9882,"Unident",0,70,50,40,0,250,0,0
187,"BF",9882,"Unident",0,90,80,35,0,2100,0,0
188,"BF",9882,"Unident",0,20,15,20,0,50,0,0
189,"BF",9882,"Imbrex",0,50,80,20,0,100,0,0
190,"BF",11712,"Unident",0,40,20,30,0,2500,0,0
191,"BF",11712,"Imbrex",0,50,60,15,0,100,0,0
192,"BF",11712,"Tegula",0,25,50,40,0,100,0,0
193,"BF",11712,"Tessera",0,25,25,25,0,250,0,0
194,"BF",11712,"Unident",0,20,20,10,0,400,0,0
195,"BF",11712,"Unident",0,60,55,20,0,1400,0,0
196,"BF",11712,"Tessera",0,30,30,25,0,300,0,0
197,"BF",11712,"Tegula",0,30,60,30,0,50,0,0
198,"BF",12562,"Tegula",0,50,90,20,0,250,0,0
199,"BF",12562,"Imbrex",0,80,80,20,0,450,0,0
200,"BF",12562,"Unident",0,100,70,15,0,1750,0,0
201,"BF",12562,"Tegula",0,100,60,20,0,1000,0,0
202,"BF",12562,"Imbrex",0,110,120,15,0,500,0,0
203,"BF",12562,"Unident",0,170,130,30,0,4400,0,0
204,"BF",12562,"Flue Tile",0,45,20,10,0,10,0,0
205,"BF",12562,"Unident",0,50,40,15,0,150,0,0
206,"BF",12562,"Imbrex",0,80,70,10,0,100,0,0
207,"BF",12562,"Tegula",0,75,65,45,0,400,0,0
208,"BF",12562,"Imbrex",0,65,60,15,0,150,0,0
209,"BF",12562,"Unident",0,95,95,15,0,300,0,0
210,"BF",12562,"Flue Tile",0,50,35,15,0,10,0,0
211,"BF",12562,"Tegula",0,35,120,30,0,450,0,0
212,"BF",12562,"Imbrex",0,80,80,20,0,350,0,0
213,"BF",12562,"Unident",0,70,30,25,0,700,0,0
214,"BF",12562,"Brick, Flat",0,70,60,50,0,450,0,0
215,"BF",12562,"Tegula",0,130,110,30,0,900,0,0
216,"BF",12562,"Imbrex",0,50,60,15,0,50,0,0
217,"BF",12562,"Unident",0,40,60,40,0,500,0,0
218,"BF",12562,"Unident",0,20,15,20,0,50,0,0
219,"BF",12562,"Unident",0,80,80,20,0,750,0,0
220,"BF",12562,"Tegula",0,80,70,45,0,450,0,0
221,"BF",12562,"Unident",0,80,80,15,0,300,0,0
222,"BF",12562,"Unident",0,70,30,20,0,200,0,0
223,"BF",12572,"Tegula",0,90,100,20,0,1000,0,0
224,"BF",12572,"Imbrex",0,100,120,15,0,300,0,0
225,"BF",12572,"Unident",0,150,150,20,0,3700,0,0
226,"BF",12572,"Imbrex",0,45,70,15,0,100,0,0
227,"BF",12572,"Unident",0,60,40,50,0,350,0,0
228,"BF",12612,"Tegula",0,55,45,25,0,50,0,0
229,"BF",12612,"Tegula",0,50,95,45,0,450,0,0
230,"BF",12612,"Imbrex",0,110,70,20,0,400,0,0
231,"BF",12612,"Unident",0,60,100,40,0,3300,0,0
232,"BF",12612,"Flue Tile",0,60,50,10,0,100,0,0
233,"BF",12612,"Tegula",0,50,30,25,0,150,0,0
234,"BF",12612,"Imbrex",0,50,70,10,0,100,0,0
235,"BF",12612,"Unident",0,70,40,15,0,300,0,0
236,"BF",12612,"Tegula",0,50,50,20,0,200,0,0
237,"BF",12612,"Imbrex",0,60,60,20,0,100,0,0
238,"BF",12612,"Unident",0,60,45,15,0,600,0,0
239,"BF",12612,"Imbrex",0,50,85,15,0,50,0,0
240,"BF",12612,"Unident",0,60,30,40,0,600,0,0
241,"BF",12612,"Flue Tile",0,60,50,10,0,50,0,0
242,"BF",12642,"Imbrex",0,110,70,15,0,350,0,0
243,"BF",12642,"Tegula",0,55,30,20,0,50,0,0
244,"BF",12642,"Unident",0,60,35,35,0,150,0,0
245,"BF",12642,"Unident",0,60,60,20,0,150,0,0
246,"BF",12642,"Imbrex",0,80,80,20,0,250,0,0
247,"BF",12642,"Unident",0,60,30,10,0,50,0,0
248,"BF",12682,"Tegula",0,70,75,50,0,500,0,0
249,"BF",12682,"Unident",0,95,90,15,0,1950,0,0
250,"BF",12682,"Flue Tile",0,60,30,20,0,100,0,0
251,"BF",12682,"Unident",0,50,40,20,0,300,0,0
252,"BF",12682,"Unident",0,110,60,35,0,6000,0,0
253,"BF",12682,"Tegula",0,60,85,25,0,1050,0,0
254,"BF",12682,"Imbrex",0,80,60,15,0,100,0,0
255,"BF",12682,"Unident",0,50,40,30,0,2800,0,0
256,"BF",12682,"Tegula",0,110,70,25,0,900,0,0
257,"BF",12682,"Unident",0,110,75,20,0,700,0,0
258,"BF",12682,"Unident",0,100,50,40,0,3900,0,0
259,"BF",12682,"Imbrex",0,100,60,10,0,100,0,0
260,"BF",12682,"Tegula",0,110,120,2,0,700,0,0
261,"BF",12682,"Unident",0,70,50,20,0,1800,0,0
262,"BF",12712,"Unident",0,130,100,30,0,1000,0,0
263,"BF",12712,"Tegula",0,60,110,55,0,400,0,0
264,"BF",12712,"Tegula",0,65,100,55,0,1000,0,0
265,"BF",12722,"Unident",0,150,80,20,0,600,0,0
266,"BF",12752,"Imbrex",0,90,55,15,0,150,0,0
267,"BF",12752,"Unident",0,95,60,30,0,1650,0,0
268,"BF",12752,"Tegula",0,80,100,10,0,150,0,0
269,"BF",12752,"Flue Tile",0,50,35,25,0,50,0,0
270,"BF",12752,"Unident",0,75,30,15,0,700,0,0
271,"BF",12882,"Tegula",0,40,90,50,0,350,0,0
272,"BF",12882,"Imbrex",0,50,50,15,0,100,0,0
273,"BF",12882,"Unident",0,90,70,30,0,1000,0,0
274,"BF",12882,"Tegula",0,40,70,50,0,350,0,0
275,"BF",12882,"Imbrex",0,90,140,20,0,500,0,0
276,"BF",12882,"Unident",0,165,130,40,0,2500,0,0
277,"BF",12882,"Unident",0,50,90,50,0,2500,0,0
278,"BF",12882,"Imbrex",0,90,80,15,0,550,0,0
279,"BF",12882,"Tegula",0,40,130,60,0,2200,0,0
280,"BF",12882,"Unident",0,80,60,25,0,6900,0,0
281,"BF",12882,"Tegula",0,70,50,45,0,450,0,0
282,"BF",12882,"Imbrex",0,85,80,15,0,400,0,0
283,"BF",12882,"Unident",0,20,15,5,0,50,0,0
284,"BF",12882,"Imbrex",0,70,80,10,0,200,0,0
285,"BF",12882,"Unident",0,70,70,20,0,100,0,0
286,"BF",12882,"Unident",0,90,70,15,0,2550,0,0
287,"BF",12882,"Tegula",0,50,90,15,0,300,0,0
288,"BF",12882,"Imbrex",0,30,90,45,0,1050,0,0
289,"BF",12882,"Unident",0,40,20,10,0,500,0,0
290,"BF",12882,"Unident",0,100,55,25,0,850,0,0
291,"BF",12882,"Tegula",0,60,140,25,0,1400,0,0
292,"BF",12882,"Imbrex",0,80,70,15,0,200,0,0
293,"BF",12882,"Unident",0,120,70,40,0,2350,0,0
294,"BF",12882,"Flue Tile",0,50,40,20,0,50,0,0
295,"BF",12882,"Tegula",0,45,60,20,0,250,0,0
296,"BF",12882,"Imbrex",0,75,60,15,0,100,0,0
297,"BF",12882,"Unident",0,70,50,15,0,200,0,0
298,"BF",12962,"Tegula",0,100,70,30,0,400,0,0
299,"BF",12962,"Imbrex",0,90,80,10,0,400,0,0
300,"BF",12962,"Unident",0,120,80,10,0,3000,0,0
301,"BF",12962,"Tegula",0,150,100,30,0,500,0,0
302,"BF",12962,"Imbrex",0,90,60,10,0,100,0,0
303,"BF",12962,"Unident",0,80,80,20,0,1000,0,0
304,"BF",12962,"Unident",0,130,60,30,0,2700,0,0
305,"BF",12962,"Tegula",0,30,60,35,0,200,0,0
306,"BF",12962,"Imbrex",0,100,90,25,0,450,0,0
307,"BF",12962,"Unident",0,100,70,20,0,3750,0,0
308,"BF",12962,"Tegula",0,30,100,60,0,1000,0,0
309,"BF",12962,"Imbrex",0,55,50,20,0,350,0,0
310,"BF",12962,"Unident",0,95,90,45,0,2200,0,0
311,"BF",12962,"Tegula",0,20,40,70,0,150,0,0
312,"BF",12962,"Imbrex",0,80,70,15,0,200,0,0
313,"BF",13002,"Unident",0,40,30,20,0,200,0,0
314,"BF",13002,"Unident",0,45,40,20,0,400,0,0
315,"BF",13092,"Unident",0,40,35,20,0,500,0,0
316,"BF",13092,"Tegula",0,30,50,60,0,100,0,0
317,"BF",13321,"Unident",0,80,80,10,0,200,0,0
318,"BF",13321,"Imbrex",0,80,120,15,0,250,0,0
319,"BF",13321,"Tegula",0,55,115,50,0,600,0,0
320,"BF",13321,"Unident",0,90,55,20,0,250,0,0
321,"BF",13321,"Unident",0,120,80,20,0,1450,0,0
322,"BF",13321,"Tegula",0,30,50,30,0,50,0,0
323,"BF",13442,"Tegula",0,50,50,30,0,200,0,0
324,"BF",13442,"Imbrex",0,50,60,15,0,150,0,0
325,"BF",13442,"Unident",0,105,70,25,0,1200,0,0
326,"BF",13642,"Unident",0,90,60,15,0,600,0,0
327,"BF",13692,"Unident",0,40,20,20,0,30,0,0
328,"BF",13932,"Imbrex",0,120,70,20,0,200,0,0
329,"BF",13932,"Unident",0,40,30,10,0,100,0,0
330,"BF",14002,"Unident",0,100,30,20,0,150,0,0
331,"BF",14002,"Imbrex",0,90,100,20,0,350,0,0
332,"BF",14002,"Unident",0,70,70,20,0,200,0,0
333,"BF",14052,"Unident",0,100,70,30,0,150,0,0
334,"BF",14052,"Tegula",0,25,50,45,0,150,0,0
335,"BF",14052,"Unident",0,180,200,40,0,3800,0,0
336,"BF",14052,"Tegula",0,300,300,50,0,5050,0,0
337,"BF",14052,"Imbrex",0,130,100,20,0,300,0,0
338,"BF",14052,"Brick, Flat",0,140,130,50,0,2500,0,0
339,"BF",14072,"Tegula",0,35,60,40,0,100,0,0
340,"BF",14072,"Unident",0,40,20,10,0,20,0,0
341,"BF",14152,"Unident",0,50,60,10,0,250,0,0
342,"BF",14202,"Unident",0,60,70,20,0,250,0,0
343,"BF",14222,"Unident",0,110,100,40,0,2600,0,0
344,"BF",14222,"Tegula",0,90,80,20,0,400,0,0
345,"BF",14222,"Imbrex",0,120,100,10,0,300,0,0
346,"BF",14262,"Unident",0,65,40,20,0,300,0,0
347,"BF",14262,"Unident",0,45,20,20,0,30,0,0
348,"BF",14262,"Tegula",0,20,90,50,0,150,0,0
349,"BF",14262,"Flue Tile",0,40,20,15,0,10,0,0
350,"BF",14262,"Unident",0,120,90,10,0,450,0,0
351,"BF",14342,"Unident",0,120,90,20,0,1400,0,0
352,"BF",14342,"Tegula",0,80,90,55,0,350,0,0
353,"BF",14342,"Unident",0,60,50,40,0,200,0,0
354,"BF",14342,"Tegula",0,20,40,40,0,100,0,0
355,"BF",14342,"Unident",0,70,45,15,0,700,0,0
356,"BF",14462,"Unident",0,90,80,20,0,1400,0,0
357,"BF",14462,"Tegula",0,270,210,20,0,1700,0,0
358,"BF",14462,"Imbrex",0,200,120,20,0,1500,0,0
359,"BF",14482,"Unident",0,40,30,10,0,100,0,0
360,"BF",14522,"Unident",0,50,40,20,0,200,0,0
361,"BF",14752,"Flue Tile",0,70,65,10,0,150,0,0
362,"BF",14752,"Unident",0,40,35,10,0,100,0,0
363,"BF",14862,"Unident",0,120,70,10,0,900,0,0
364,"BF",14862,"Imbrex",0,80,70,10,0,200,0,0
365,"BF",14862,"Unident",0,110,90,20,0,2000,0,0
366,"BF",14862,"Imbrex",0,95,60,20,0,100,0,0
367,"BF",14892,"Unident",0,85,75,40,0,1550,0,0
368,"BF",14892,"Flue Tile",0,25,15,15,0,20,0,0
369,"BF",15052,"Unident",0,60,30,20,0,50,0,0
370,"BF",15052,"Tegula",0,45,40,55,0,100,0,0
371,"BF",15052,"Unident",0,60,50,20,0,100,0,0
372,"BF",15092,"Unident",0,170,110,20,0,2600,0,0
373,"BF",15092,"Tegula",0,40,90,30,0,250,0,0
374,"BF",15092,"Imbrex",0,90,100,10,0,150,0,0
375,"BF",15092,"Unident",0,70,40,20,0,1500,0,0
376,"BF",15092,"Imbrex",0,120,120,20,0,1500,0,0
377,"BF",15092,"Tegula",0,90,80,50,0,1650,0,0
378,"BF",15182,"Unident",0,40,20,20,0,30,0,0
379,"BF",15292,"Unident",0,70,40,15,0,150,0,0
380,"BF",15422,"Unident",0,60,60,25,0,300,0,0
381,"BF",15642,"Unident",0,60,40,20,0,150,0,0
382,"BF",15642,"Tegula",0,75,120,45,0,700,0,0
383,"BF",15682,"Unident",0,100,40,25,0,900,0,0
384,"BF",15682,"Tegula",0,80,70,25,0,400,0,0
385,"BF",15682,"Imbrex",0,40,90,20,0,500,0,0
386,"BF",15692,"Unident",0,95,60,30,0,200,0,0
387,"BF",15732,"Unident",0,110,60,20,0,550,0,0
388,"BF",15732,"Unident",0,55,40,25,0,300,0,0
389,"BF",15742,"Unident",0,70,45,15,0,100,0,0
390,"BF",15812,"Unident",0,100,90,35,0,2500,0,0
391,"BF",15812,"Brick, Flat",0,120,90,45,0,700,0,0
392,"BF",15812,"Imbrex",0,100,110,15,0,1700,0,0
393,"BF",15812,"Tegula",0,60,120,55,0,1150,0,0
394,"BF",16652,"Unident",0,120,90,30,0,400,0,0
395,"BF",16902,"Unident",0,80,70,20,0,900,0,0
396,"BF",16902,"Imbrex",0,50,50,10,0,100,0,0
397,"BF",16902,"Unident",0,100,80,20,0,650,0,0
398,"BF",16902,"Tegula",0,50,100,50,0,550,0,0
399,"BF",16902,"Imbrex",0,90,60,15,0,100,0,0
400,"BF",16902,"Brick, Flat",0,150,130,40,0,1250,0,0
401,"BF",16902,"Unident",0,50,30,10,0,100,0,0
402,"BF",16902,"Brick, Flat",0,20,60,50,0,150,0,0
403,"BF",16902,"Tegula",0,50,130,50,0,400,0,0
404,"BF",16902,"Unident",0,50,30,20,0,250,0,0
405,"BF",17322,"Unident",0,80,50,10,0,1100,0,0
406,"BF",17322,"Tegula",0,150,110,40,0,850,0,0
407,"BF",17322,"Imbrex",0,70,60,15,0,400,0,0
408,"BF",17332,"Tegula",0,110,210,45,0,1200,0,0
409,"BF",17332,"Unident",0,50,40,20,0,300,0,0
410,"BF",17662,"Unident",0,60,70,40,0,250,0,0
411,"BF",17872,"Unident",0,90,90,40,0,1050,0,0
412,"BF",17872,"Imbrex",0,60,90,15,0,150,0,0
413,"BF",17872,"Unident",0,140,120,10,0,2650,0,0
414,"BF",17872,"Brick, Flat",0,160,190,50,0,4400,0,0
415,"BF",17872,"Imbrex",0,130,100,10,0,700,0,0
416,"BF",17872,"Tegula",0,40,70,50,0,450,0,0
417,"BF",17872,"Unident",0,70,60,30,0,1400,0,0
418,"BF",17872,"Tegula",0,130,60,20,0,900,0,0
419,"BF",17872,"Brick, Flat",0,180,80,50,0,4800,0,0
420,"BF",17872,"Imbrex",0,100,70,15,0,350,0,0
421,"BF",17872,"Unident",0,100,70,25,0,450,0,0
422,"BF",17872,"Unident",0,110,70,20,0,400,0,0
423,"BF",17872,"Tegula",0,90,60,30,0,400,0,0
424,"BF",17872,"Tegula",0,120,70,50,0,600,0,0
425,"BF",17872,"Imbrex",0,125,70,15,0,200,0,0
426,"BF",17872,"Unident",0,30,20,20,0,50,0,0
427,"BF",17872,"Unident",0,100,80,30,0,1300,0,0
428,"BF",17872,"Tegula",0,60,90,40,0,200,0,0
429,"BF",17872,"Imbrex",0,60,100,20,0,500,0,0
430,"BF",17872,"Brick, Flat",0,120,100,45,0,900,0,0
431,"BF",17872,"Unident",0,75,65,10,0,350,0,0
432,"BF",17872,"Tegula",0,30,85,50,0,150,0,0
433,"BF",17872,"Brick, Flat",0,80,40,40,0,200,0,0
434,"BF",17872,"Imbrex",0,50,110,15,0,200,0,0
435,"BF",17872,"Tessera",0,30,25,25,0,50,0,0
436,"BF",17872,"Unident",0,50,35,10,0,300,0,0
437,"BF",17872,"Unident",0,30,25,15,0,100,0,0
438,"BF",17872,"Unident",0,120,55,20,0,100,0,0
439,"BF",17872,"Tegula",0,75,50,30,0,150,0,0
440,"BF",11562,"Unident",0,120,80,40,0,800,0,0
441,"BF",11562,"Tegula",0,80,50,20,0,100,0,0
442,"BF",11562,"Imbrex",0,110,100,10,0,200,0,0
443,"BF",7772,"Unident",0,90,80,30,0,3200,0,0
444,"BF",7772,"Tegula",0,90,60,25,0,800,0,0
445,"BF",7772,"Imbrex",0,130,60,20,0,200,0,0
446,"BF",11562,"Unident",0,100,90,20,0,1500,0,0
447,"BF",11562,"Tegula",0,120,110,25,0,600,0,0
448,"BF",11562,"Imbrex",0,80,80,10,0,500,0,0
449,"BF",11362,"Unident",0,140,90,20,0,1900,0,0
450,"BF",11362,"Tegula",0,70,60,20,0,100,0,0
451,"BF",11362,"Imbrex",0,80,70,10,0,200,0,0
452,"SF",1232,"Pin",0,28,0,0,0,0,0,0
453,"SF",4018,,0,12,8,0,0,0,0,0
454,"SF",2355,"fragment 2",0,20,9,0,0,0,0,0
455,"SA",905,"Litres of soil",0,0,0,0,0,0,0,13
456,"SF",2453,"from X-ray",0,62,16,0,0,0,0,0
457,"SF",4095,,0,25,0,2,0,0,0,0
458,"SF",4028,,0,17,12,0,0,0,0,0
459,"SF",1250,,0,11,8,0,0,0,0,0
460,"BF",53048,"2005",0,0,0,0,0,40,0,0
461,"SF",805,,13,0,0,0,0,0,0,0
462,"SF",2304,,7,30,0,0,0,0,0,0
463,"SF",3783,,0,50,0,0,0,0,0,0
464,"SF",3829,,10,22,0,0,0,0,0,0
465,"SF",2025,"Primary",0,155,120,95,0,0,0,0
466,"SF",3779,,7,22,0,2,0,0,0,0
467,"SF",2042,"Primary",0,220,90,60,0,0,0,0
468,"SA",909,"Litres of soil",0,0,0,0,0,0,0,4
469,"SF",3922,,0,30,8,3,0,0,0,0
470,"SF",3098,,0,50,6,0,0,0,0,0
471,"SF",3962,,5,0,0,1,0,0,0,0
472,"SF",2325,"from X-ray",0,91,28,0,0,0,0,0
473,"SF",2130,"from X-ray",0,40,18,0,0,0,0,0
474,"SF",2983,,0,114,43,0,0,0,0,0
475,"SF",2155,"Primary",0,49,0,0,0,0,0,0
476,"SF",2169,"Primary",35,0,0,0,0,0,0,0
477,"SF",2173,"Primary",0,4,3,0,0,0,0,0
478,"SF",2179,"Primary",0,42,42,18,0,0,0,0
479,"SF",2190,"Primary",0,40,25,5,0,0,0,0
480,"SF",2193,"Primary",16,0,0,0,0,0,0,0
481,"SF",2194,"Primary",0,110,90,0,0,0,0,0
482,"SF",2197,"Primary",0,28,18,0,0,0,0,0
483,"SF",1254,,0,30,22,0,0,0,0,0
484,"SF",2204,"Primary",20,40,0,0,0,0,0,0
485,"SF",2205,"Primary",0,15,5,0,0,0,0,0
486,"SF",2206,"Primary",0,50,27,0,0,0,0,0
487,"SF",2207,"Primary",65,0,0,0,0,0,0,0
488,"SF",2212,"Primary",36,0,0,0,0,0,0,0
489,"SF",2213,"Primary",0,17,13,0,0,0,0,0
490,"SF",2214,"Primary",0,35,3,0,0,0,0,0
491,"SF",4043,,5,6,0,0,0,0,0,0
492,"SF",2219,"Primary",0,15,8,0,0,0,0,0
493,"SF",2220,"Primary",0,60,30,0,0,0,0,0
494,"SF",2225,"Primary",0,44,0,0,0,0,0,0
495,"SF",1078,,0,14,0,0,0,0,0,0
496,"SF",1805,"central hole",4,0,0,0,0,0,0,0
497,"SF",3083,,0,34,6,0,0,0,0,0
498,"SF",2235,"Primary",0,97,23,15,0,0,0,0
499,"SF",2237,"Primary",0,21,18,0,0,0,0,0
500,"SF",2249,"Overall L.",7,13,0,0,0,0,0,0
501,"SF",2257,"Primary",8,0,0,0,0,0,0,0
502,"SF",2258,"Primary",0,39,26,0,46,0,0,0
503,"SF",2261,"Primary",45,0,0,0,0,0,0,0
504,"SF",2317,,0,13,13,0,0,0,0,0
505,"SF",2264,"Primary",0,65,40,2,0,0,0,0
506,"SF",2269,"Primary",0,41,13,0,0,0,0,0
507,"SF",2271,"Primary",0,32,31,20,0,0,0,0
508,"SF",3843,,4,11,0,0,0,0,0,0
509,"SF",4003,,0,52,12,0,0,0,0,0
510,"SF",2277,"Primary",0,32,7,0,0,0,0,0
511,"SF",3393,,0,77,13,0,0,0,0,0
512,"SF",2284,"Primary",0,20,15,0,0,0,0,0
513,"SF",2824,,18,0,0,0,8,0,0,0
514,"SF",2315,"Primary",0,16,9,0,0,0,0,0
515,"SF",2316,"Primary",7,0,0,0,0,0,0,0
516,"SF",2012,,0,10,4,0,0,0,0,0
517,"SF",2319,"Primary",0,50,40,5,0,0,0,0
518,"SF",2324,"Primary",0,20,6,1,0,0,0,0
519,"SF",1489,,0,28,13,0,0,0,0,0
520,"SF",2332,"Primary",0,52,37,0,0,0,0,0
521,"SF",2438,"from X-ray",0,56,11,0,0,0,0,0
522,"SF",2198,,0,8,0,0,0,0,0,0
523,"SF",2348,"Primary",58,0,0,0,0,0,0,0
524,"SF",1460,,23,55,11,0,0,0,0,0
525,"SF",2013,,0,32,21,0,0,0,0,0
526,"SF",3110,,0,0,0,0,0,4,0,0
527,"SF",2368,"Primary",0,16,0,0,0,0,0,0
528,"SF",2371,"Fragment 1",0,23,10,0,0,0,0,0
529,"SF",2371,"Fragment 2",0,20,13,0,0,0,0,0
530,"SF",1257,"longest frag",61,0,0,0,0,0,0,0
531,"SF",2377,"Primary",0,660,570,0,0,0,0,0
532,"SF",2378,"Primary",64,57,0,0,0,0,0,0
533,"SF",2380,"Primary",4,0,0,0,0,0,0,0
534,"SF",2382,"Primary",0,24,18,0,0,0,0,0
535,"SF",2389,"Primary",0,26,0,0,0,0,0,0
536,"SF",2355,"fragment 1",0,23,10,0,0,0,0,0
537,"SF",3011,,0,16,4,0,0,0,0,0
538,"SF",2402,"Primary",0,64,35,0,0,0,0,0
539,"SF",2452,"from X-ray",0,36,6,0,0,0,0,0
540,"SF",2421,"Folded W.",0,61,22,0,0,0,0,0
541,"SF",2721,,0,44,32,0,0,0,0,0
542,"SF",2426,"Primary",20,0,0,0,0,1,0,0
543,"SF",2437,"Primary",31,0,0,6,0,0,0,0
544,"SF",2447,"Primary",0,30,29,0,0,0,0,0
545,"SF",2454,"from X-ray",0,25,6,0,0,0,0,0
546,"SF",2455,"Primary",0,12,5,0,0,0,0,0
547,"SF",2466,"Fragment 1",0,21,16,12,0,0,0,0
548,"SF",2466,"Fragment 2",0,25,18,10,0,0,0,0
549,"SF",2477,"Primary",0,109,0,0,0,0,0,0
550,"SF",2484,"Primary",0,46,0,0,0,0,0,0
551,"SF",2486,"Primary",0,56,21,0,0,0,0,0
552,"SF",2487,"Primary",0,58,0,0,0,0,0,0
553,"SF",2490,"Primary",0,115,37,10,0,0,0,0
554,"SF",2501,"Primary",0,54,0,0,0,0,0,0
555,"SF",2508,"Primary",0,95,50,4,0,0,0,0
556,"SF",2639,,0,25,0,0,0,0,0,0
557,"SF",2547,"Primary",12,0,0,0,0,0,0,0
558,"SF",2422,,0,43,0,0,0,0,0,0
559,"SF",2552,"Primary",0,90,23,7,0,0,0,0
560,"SF",2553,"Primary",0,66,36,18,0,0,0,0
561,"SF",2554,"Primary",0,64,40,8,0,0,0,0
562,"SF",2556,"Primary",0,63,22,5,0,0,0,0
563,"SF",2560,"Primary",0,73,0,5,0,0,0,0
564,"SF",2563,"Primary",0,83,41,10,0,0,0,0
565,"SF",2568,"Primary",0,70,10,4,0,0,0,0
566,"SF",2573,"Primary",0,7,5,0,0,0,0,0
567,"SF",2574,"1",0,8,6,0,0,0,0,0
568,"SF",2575,"Primary",5,0,0,0,0,0,0,0
569,"SF",2860,,0,104,0,0,0,0,0,0
570,"SF",2579,"Largest piece",0,82,19,5,0,0,0,0
571,"SF",2579,"Smallest piece",0,20,20,6,0,0,0,0
572,"SF",2587,"Primary",0,117,80,35,0,0,0,0
573,"SF",930,,0,30,12,0,0,0,0,0
574,"SF",2079,"Tweezers",0,55,15,0,0,0,0,0
575,"SF",962,,0,28,0,0,0,0,0,0
576,"SF",2614,"Primary",0,17,12,0,0,0,0,0
577,"SF",2615,"Primary",28,0,0,1,0,7,0,0
578,"SF",2263,,0,22,0,0,0,0,0,0
579,"SF",2634,"Primary",0,40,20,7,0,0,0,0
580,"SF",2233,,17,0,0,0,0,0,0,0
581,"SF",3001,,15,0,0,0,0,0,0,0
582,"SF",2642,"Approx L.",0,135,0,0,0,0,0,0
583,"SF",2650,"Primary",20,0,0,2,0,0,0,0
584,"SF",2655,"Primary",0,155,50,5,0,0,0,0
585,"SF",2659,"Primary",0,50,30,10,0,0,0,0
586,"SF",2660,"Primary",0,80,50,15,0,0,0,0
587,"SF",2686,"Primary",0,41,40,5,0,0,0,0
